151614,151614
162942,162942
162343,162343
162955,162955
162765,162765
162841,162841
161620,161620
162925,162925
162728,162728
162931,162931
162845,162845
162764,162764
162840,162840
162944,162944
162960,162960
162850,162850
162882,162882
162893,162893
162951,162951
162073,162073
162876,162876
162896,162896
162883,162883
162954,162954
162753,162753
162930,162930
162838,162838
162896,162896
162016,162016
161708,161708
161705,161705
161719,161719
161737,161737
161696,161696
161701,161701
161690,161690
161738,161738
161709,161709
161683,161683
161712,161712
161715,161715
161707,161707
161727,161727
161697,161697
161724,161724
161728,161728
161706,161706
161720,161720
161694,161694
161700,161700
161739,161739
161736,161736
161677,161677
161714,161714
161679,161679
161717,161717
161685,161685
161713,161713
161732,161732
161687,161687
161716,161716
161682,161682
161691,161691
161692,161692
161718,161718
161744,161744
161702,161702
161688,161688
112453,112453
112840,112840
112504,112504
112465,112465
112834,112834
111405,111405
112844,112844
112409,112409
112494,112494
111630,111630
112478,112478
112449,112449
112508,112508
112458,112458
112466,112466
112487,112487
112497,112497
112501,112501
112504,112504
112476,112476
112495,112495
112832,112832
112485,112485
112843,112843
112468,112468
112838,112838
112496,112496
112846,112846
112830,112830
112447,112447
112836,112836
113792,113792
116827,116827
116819,116819
112254,112254
112745,112745
112714,112714
112717,112717
112735,112735
112652,112652
112723,112723
112734,112734
112602,112602
112750,112750
112739,112739
112322,112322
112713,112713
112607,112607
112674,112674
112673,112673
112757,112757
112684,112684
1103457,1103457
115803,115803
115784,115784
113635,113635
114185,114185
113652,113652
113682,113682
115914,115914
113665,113665
113640,113640
113663,113663
114731,114731
113662,113662
115981,115981
115989,115989
115984,115984
115946,115946
115992,115992
115810,115810
115985,115985
115907,115907
115805,115805
115818,115818
115970,115970
115908,115908
115793,115793
116542,116542
115941,115941
115968,115968
115777,115777
113671,113671
115925,115925
113689,113689
115849,115849
116541,116541
116570,116570
116577,116577
115909,115909
115820,115820
115807,115807
113681,113681
115991,115991
115994,115994
113658,113658
115923,115923
115797,115797
115942,115942
115815,115815
115913,115913
115808,115808
115817,115817
115798,115798
115982,115982
115825,115825
116534,116534
115983,115983
115987,115987
115986,115986
115806,115806
115922,115922
115993,115993
115804,115804
115945,115945
115783,115783
115864,115864
116000,116000
115990,115990
113642,113642
113678,113678
113629,113629
113634,113634
114905,114905
113645,113645
114178,114178
113631,113631
113622,113622
113675,113675
113680,113680
113685,113685
114908,114908
115855,115855
168574,168574
168576,168576
168582,168582
168613,168613
168573,168573
168617,168617
168612,168612
168614,168614
168635,168635
168622,168622
168585,168585
168580,168580
168625,168625
168584,168584
168632,168632
168572,168572
168583,168583
168571,168571
168615,168615
168561,168561
168627,168627
168633,168633
168563,168563
168567,168567
168636,168636
168581,168581
168565,168565
168579,168579
168575,168575
168623,168623
168577,168577
168618,168618
168578,168578
168620,168620
168619,168619
168630,168630
168621,168621
168570,168570
168569,168569
168626,168626
168568,168568
168611,168611
168566,168566
168564,168564
112068,112068
112049,112049
112039,112039
111807,111807
117064,117064
111820,111820
112048,112048
111827,111827
111829,111829
112071,112071
111975,111975
111832,111832
110290,110290
112033,112033
112072,112072
111818,111818
112066,112066
111824,111824
112073,112073
112065,112065
111813,111813
111969,111969
111799,111799
112063,112063
111808,111808
112028,112028
111817,111817
111973,111973
112040,112040
111830,111830
112060,112060
112029,112029
111800,111800
112031,112031
112046,112046
111971,111971
111828,111828
111812,111812
112045,112045
112035,112035
111822,111822
112030,112030
111810,111810
111798,111798
112032,112032
111811,111811
112026,112026
111816,111816
111972,111972
1112058,1112058
112061,112061
111976,111976
111823,111823
112037,112037
111821,111821
111809,111809
112070,112070
111192,111192
111590,111590
110827,110827
111585,111585
110257,110257
110801,110801
111586,111586
112498,112498
112835,112835
111734,111734
111227,111227
111600,111600
111327,111327
110786,110786
111676,111676
112034,112034
111647,111647
110936,110936
111205,111205
111222,111222
111202,111202
111733,111733
111200,111200
111461,111461
111769,111769
111349,111349
110806,110806
110800,110800
111656,111656
111467,111467
111606,111606
111187,111187
111613,111613
111218,111218
111736,111736
112510,112510
111445,111445
111614,111614
111659,111659
111666,111666
111197,111197
112472,112472
110802,110802
166128,166128
165418,165418
164816,164816
165396,165396
1652021,1652021
165430,165430
165423,165423
165052,165052
165465,165465
165555,165555
164776,164776
165514,165514
166155,166155
165462,165462
166114,166114
165609,165609
165447,165447
166163,166163
165650,165650
165648,165648
112043,112043
110167,110167
165302,165302
165315,165315
165349,165349
166124,166124
165286,165286
165499,165499
165441,165441
166100,166100
165275,165275
165375,165375
164801,164801
165653,165653
112853,112853
165458,165458
110371,110371
110772,110772
112455,112455
112864,112864
110423,110423
110592,110592
144291,144291
143746,143746
142947,142947
143786,143786
143379,143379
143711,143711
143731,143731
143359,143359
143737,143737
144414,144414
142953,142953
143989,143989
144328,144328
143734,143734
143893,143893
143387,143387
143717,143717
144319,144319
143397,143397
143396,143396
172712,172712
143689,143689
143707,143707
143812,143812
144288,144288
143695,143695
143978,143978
143724,143724
143881,143881
143699,143699
143791,143791
142971,142971
143433,143433
173545,173545
143755,143755
66960,66960
67902,67902
73401,73401
73566,73566
67483,67483
67780,67780
72751,72751
68620,68620
69458,69458
68000,68000
69503,69503
67001,67001
67993,67993
69488,69488
73450,73450
73530,73530
69653,69653
68658,68658
69476,69476
68269,68269
68090,68090
69497,69497
72754,72754
69426,69426
68077,68077
68635,68635
68600,68600
68613,68613
69575,69575
68594,68594
,
69603,69603
68203,68203
68018,68018
68084,68084
69514,69514
68255,68255
69509,69509
68621,68621
69500,69500
68609,68609
69634,69634
73457,73457
68484,68484
69463,69463
69428,69428
69430,69430
68625,68625
73439,73439
72709,72709
72752,72752
72721,72721
72711,72711
71690,71690
72723,72723
71754,71754
71708,71708
72736,72736
72720,72720
71750,71750
67094,67094
72707,72707
72714,72714
71686,71686
72708,72708
71772,71772
72706,72706
72713,72713
71707,71707
72748,72748
71680,71680
72722,72722
71689,71689
72740,72740
71697,71697
72719,72719
72725,72725
71714,71714
72732,72732
72743,72743
71681,71681
72716,72716
72729,72729
72717,72717
71765,71765
71731,71731
72728,72728
72745,72745
71737,71737
72742,72742
71682,71682
71713,71713
72749,72749
71696,71696
72756,72756
71679,71679
72718,72718
72733,72733
72744,72744
71758,71758
72755,72755
71736,71736
71678,71678
112519,112519
112489,112489
112515,112515
112491,112491
112821,112821
112514,112514
110167,110167
111683,111683
112822,112822
112823,112823
112513,112513
112507,112507
112509,112509
112459,112459
110631,110631
112499,112499
112493,112493
111305,111305
111237,111237
112503,112503
112825,112825
112454,112454
112852,112852
112877,112877
112500,112500
110738,110738
112489,112489
110632,110632
112481,112481
112913,112913
112460,112460
110778,110778
112826,112826
110209,110209
112829,112829
112492,112492
112512,112512
112461,112461
112851,112851
112899,112899
110819,110819
112506,112506
112471,112471
112545,112545
112516,112516
112517,112517
112886,112886
112453,112453
112840,112840
112504,112504
112465,112465
112834,112834
111405,111405
112844,112844
112409,112409
112494,112494
111630,111630
112478,112478
112449,112449
112508,112508
112458,112458
112466,112466
112487,112487
112497,112497
112501,112501
112504,112504
112476,112476
112495,112495
112832,112832
112485,112485
112843,112843
112468,112468
112838,112838
112496,112496
112846,112846
112830,112830
112447,112447
112836,112836
113792,113792
116827,116827
116819,116819
162851,162851
162926,162926
112950,112950
162917,162917
162857,162857
162849,162849
162956,162956
162751,162751
162858,162858
151614,151614
162942,162942
162343,162343
162955,162955
162765,162765
162841,162841
161620,161620
162925,162925
162728,162728
162931,162931
162845,162845
162764,162764
162840,162840
162944,162944
162960,162960
162850,162850
162882,162882
162893,162893
162951,162951
162073,162073
162876,162876
162896,162896
162883,162883
162954,162954
162753,162753
162930,162930
162838,162838
162896,162896
162016,162016
112479,112479
110766,110766
111000,111000
111244,111244
112502,112502
110846,110846
110942,110942
112477,112477
116798,116798
111664,111664
111618,111618
111483,111483
112831,112831
111204,111204
111669,111669
116825,116825
112614,112614
111199,111199
111472,111472
111628,111628
111290,111290
111217,111217
112463,112463
110135,110135
111228,111228
116769,116769
111223,111223
110940,110940
111149,111149
112833,112833
111464,111464
110810,110810
111638,111638
111585,111585
111466,111466
111181,111181
113315,113315
164514,164514
164648,164648
164458,164458
164962,164962
166715,166715
164507,164507
164606,164606
164683,164683
166697,166697
164476,164476
166860,166860
164479,164479
164829,164829
164620,164620
166769,166769
166808,166808
165001,165001
164674,164674
164527,164527
164830,164830
164840,164840
164645,164645
164828,164828
164573,164573
164652,164652
164826,164826
164488,164488
164596,164596
167396,167396
164938,164938
164839,164839
164834,164834
164607,164607
164827,164827
164491,164491
164907,164907
164621,164621
164463,164463
165607,165607
166941,166941
116728,116728
116805,116805
116824,116824
116716,116716
116830,116830
116803,116803
116859,116859
116846,116846
116810,116810
116809,116809
116812,116812
116731,116731
116841,116841
116802,116802
116789,116789
116770,116770
116863,116863
116818,116818
116828,116828
116804,116804
116808,116808
116730,116730
116836,116836
116783,116783
116717,116717
116785,116785
116844,116844
116795,116795
116823,116823
114840,114840
116747,116747
116867,116867
116724,116724
116845,116845
116862,116862
116723,116723
116823,116823
110837,110837
