110849,110849
164397,164397
111620,111620
164342,164342
165088,165088
165066,165066
164329,164329
164338,164338
110811,110811
111195,111195
111675,111675
165073,165073
164388,164388
164371,164371
164370,164370
111537,111537
111549,111549
111607,111607
110796,110796
165100,165100
165083,165083
165089,165089
164368,164368
111780,111780
165175,165175
165229,165229
164400,164400
164410,164410
165196,165196
164390,164390
165172,165172
165138,165138
164361,164361
165074,165074
164365,164365
165106,165106
110784,110784
110833,110833
110799,110799
111342,111342
163740,163740
163778,163778
163781,163781
111243,111243
111598,111598
111592,111592
111587,111587
111645,111645
110829,110829
111206,111206
111617,111617
111644,111644
111291,111291
111594,111594
111603,111603
111687,111687
110816,110816
111663,111663
111529,111529
111654,111654
111626,111626
111362,111362
110787,110787
111677,111677
111668,111668
124036,124036
129954,129954
129798,129798
129950,129950
124010,124010
124009,124009
124024,124024
124031,124031
124039,124039
129797,129797
124014,124014
124033,124033
124044,124044
124025,124025
124028,124028
124018,124018
124029,124029
124011,124011
124017,124017
124012,124012
124022,124022
124038,124038
124021,124021
124030,124030
124015,124015
124016,124016
124019,124019
124027,124027
124037,124037
124026,124026
124013,124013
124035,124035
124032,124032
164396,164396
165258,165258
164392,164392
164406,164406
164412,164412
164380,164380
164333,164333
163742,163742
164411,164411
164379,164379
165068,165068
164407,164407
164374,164374
164404,164404
164399,164399
164381,164381
164394,164394
165245,165245
165077,165077
164386,164386
164359,164359
164369,164369
165169,165169
164377,164377
164373,164373
165174,165174
165113,165113
164403,164403
164382,164382
164409,164409
165132,165132
165214,165214
165094,165094
165099,165099
166545,166545
166339,166339
166209,166209
166170,166170
166173,166173
166633,166633
166242,166242
166481,166481
166608,166608
166205,166205
166373,166373
166505,166505
166341,166341
166442,166442
166537,166537
166483,166483
166377,166377
166530,166530
166472,166472
166634,166634
166529,166529
166469,166469
166533,166533
166191,166191
166544,166544
166408,166408
166208,166208
166228,166228
166479,166479
166217,166217
166190,166190
166556,166556
166510,166510
166247,166247
105380,105380
105379,105379
105371,105371
105372,105372
105357,105357
105370,105370
166254,166254
166490,166490
166501,166501
166488,166488
166332,166332
166489,166489
166477,166477
166221,166221
166542,166542
166475,166475
113497,113497
105291,105291
105302,105302
105297,105297
105303,105303
105295,105295
105289,105289
105288,105288
105273,105273
101891,101891
105275,105275
105292,105292
105274,105274
105293,105293
105278,105278
105282,105282
105294,105294
101893,101893
105298,105298
101892,101892
105305,105305
105315,105315
128798,128798
128795,128795
128802,128802
128803,128803
128799,128799
128796,128796
128797,128797
128801,128801
128800,128800
124023,124023
124043,124043
124042,124042
124039,124039
124041,124041
49596,49596
49668,49668
111632,111632
111526,111526
111225,111225
110790,110790
111180,111180
110830,110830
110823,110823
111493,111493
111661,111661
110949,110949
105285,105285
105299,105299
105279,105279
105318,105318
105320,105320
105281,105281
110919,110919
163755,163755
163761,163761
163746,163746
163756,163756
163764,163764
163747,163747
163774,163774
163751,163751
111616,111616
111193,111193
111623,111623
163767,163767
110828,110828
163780,163780
163783,163783
111220,111220
110817,110817
110847,110847
163763,163763
111665,111665
111674,111674
163762,163762
163754,163754
111517,111517
163713,163713
163760,163760
166498,166498
166212,166212
166552,166552
166248,166248
166476,166476
166532,166532
166524,166524
166491,166491
166236,166236
166329,166329
166207,166207
166497,166497
100438,100438
107113,107113
107114,107114
107115,107115
107116,107116
107112,107112
107117,107117
107118,107118
166526,166526
166471,166471
166218,166218
107143,107143
107142,107142
107141,107141
107140,107140
107120,107120
107139,107139
107132,107132
107112,107112
164402,164402
164339,164339
165183,165183
164335,164335
165148,165148
165079,165079
165070,165070
164375,164375
165076,165076
164383,164383
164387,164387
165190,165190
164384,164384
164405,164405
164389,164389
164408,164408
165103,165103
165210,165210
165237,165237
164378,164378
164358,164358
164448,164448
164393,164393
165178,165178
164395,164395
164367,164367
164372,164372
165180,165180
165081,165081
165157,165157
165187,165187
165114,165114
165256,165256
165168,165168
165084,165084
166538,166538
166189,166189
166369,166369
166343,166343
166267,166267
166548,166548
166507,166507
166631,166631
166243,166243
166324,166324
166539,166539
166540,166540
166376,166376
166371,166371
166216,166216
166492,166492
166499,166499
166473,166473
166635,166635
166186,166186
166553,166553
166541,166541
166202,166202
166480,166480
166372,166372
166636,166636
166535,166535
166512,166512
166547,166547
166333,166333
166180,166180
166174,166174
165919,165919
166383,166383
166387,166387
116846,116846
116810,116810
116809,116809
116812,116812
116731,116731
116841,116841
116802,116802
116789,116789
116770,116770
116863,116863
116818,116818
116828,116828
116804,116804
116808,116808
116730,116730
116836,116836
116783,116783
116717,116717
116785,116785
116844,116844
116795,116795
116823,116823
114840,114840
116747,116747
116867,116867
116724,116724
116845,116845
116862,116862
116723,116723
116823,116823
110837,110837
116728,116728
116805,116805
116824,116824
116716,116716
116830,116830
116803,116803
116859,116859
114542,114542
114427,114427
114392,114392
114270,114270
114373,114373
114415,114415
114366,114366
114516,114516
114279,114279
114421,114421
114411,114411
114526,114526
114484,114484
114402,114402
114548,114548
114400,114400
114592,114592
114390,114390
114344,114344
114518,114518
114237,114237
114236,114236
114426,114426
1144391,1144391
114574,114574
114424,114424
114522,114522
114406,114406
114367,114367
114423,114423
114403,114403
114375,114375
114265,114265
114475,114475
114362,114362
164514,164514
164648,164648
164458,164458
164962,164962
166715,166715
164507,164507
164606,164606
164683,164683
166697,166697
164476,164476
166860,166860
164479,164479
164829,164829
164620,164620
166769,166769
166808,166808
165001,165001
164674,164674
164527,164527
164830,164830
164840,164840
164645,164645
164828,164828
164573,164573
164652,164652
164826,164826
164488,164488
164596,164596
167396,167396
164938,164938
164839,164839
164834,164834
164607,164607
164827,164827
164491,164491
164907,164907
164621,164621
164463,164463
165607,165607
166941,166941
114277,114277
114271,114271
114370,114370
114586,114586
114364,114364
114419,114419
114238,114238
114359,114359
114363,114363
114234,114234
114588,114588
114345,114345
114240,114240
114242,114242
114269,114269
114229,114229
114371,114371
114410,114410
114520,114520
114562,114562
114268,114268
114404,114404
114401,114401
114578,114578
114428,114428
114360,114360
114482,114482
114266,114266
114524,114524
114263,114263
114399,114399
114506,114506
114488,114488
114566,114566
114596,114596
114580,114580
114241,114241
114550,114550
114377,114377
114508,114508
112479,112479
110766,110766
111000,111000
111244,111244
112502,112502
110846,110846
110942,110942
112477,112477
116798,116798
111664,111664
111618,111618
111483,111483
112831,112831
111204,111204
111669,111669
116825,116825
112614,112614
111199,111199
111472,111472
111628,111628
111290,111290
111217,111217
112463,112463
110135,110135
111228,111228
116769,116769
111223,111223
110940,110940
111149,111149
112833,112833
111464,111464
110810,110810
111638,111638
11215*,11215*
111585,111585
111466,111466
111992,111992
112231,112231
112445,112445
112331,112331
112143,112143
112126,112126
112141,112141
112315,112315
112137,112137
112338,112338
112442,112442
112154,112154
112106,112106
112244,112244
112343,112343
112087,112087
112323,112323
112237,112237
112420,112420
112335,112335
112148,112148
112128,112128
112330,112330
112133,112133
112587,112587
112433,112433
112105,112105
112398,112398
112337,112337
112430,112430
112286,112286
112443,112443
112233,112233
112093,112093
112116,112116
112344,112344
113132,113132
111181,111181
113315,113315
162851,162851
162926,162926
112950,112950
162917,162917
162857,162857
162849,162849
162956,162956
162751,162751
162858,162858
